what,kind,bundleId,bundleVersion,description,time
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1275322083345
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275322084606
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275322107972
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275322109863
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275322118003
started,bundle,org.eclipse.wst.server.core,1.1.102.v20100123,"org.eclipse.wst.server.core",1275322124863
started,bundle,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui",1275322125441
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1275322125785
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1275322126019
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1275322132378
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275322140858
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275322145420
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275322159514
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1275322250221
